user_id,data_usage_GB,call_minutes,sms_count,avg_recharge,last_recharge,recharge_time,city,user_type,recommended_plan
1030,1.02,200,43,487.62,196.47,afternoon,Hyderabad,prepaid,combo
1031,12.19,131,39,58.59,440.21,night,Mumbai,postpaid,data
1032,3.49,420,36,167.0,305.85,evening,Chennai,postpaid,combo
1033,1.39,303,14,309.59,265.93,afternoon,Mumbai,prepaid,combo
1034,18.98,255,33,303.23,197.38,evening,Pune,prepaid,combo
1035,19.32,193,2,134.36,482.54,night,Bangalore,postpaid,data
1036,16.19,458,1,249.72,424.81,afternoon,Pune,postpaid,combo
1037,6.16,355,42,58.87,424.27,afternoon,Bangalore,postpaid,combo
1038,2.04,177,37,405.12,198.23,night,Chennai,prepaid,combo
1039,13.72,414,33,108.39,259.46,afternoon,Delhi,prepaid,combo
1040,8.86,425,34,123.66,453.6,afternoon,Hyderabad,postpaid,combo
1041,2.53,533,47,243.56,365.42,afternoon,Mumbai,prepaid,combo
1042,9.95,45,19,424.65,251.31,night,Hyderabad,postpaid,data
1043,0.78,25,49,234.68,391.56,night,Pune,postpaid,combo
1044,18.2,215,16,268.05,115.28,morning,Bangalore,prepaid,data
1045,5.25,503,30,66.97,58.74,morning,Delhi,postpaid,combo
1046,13.28,432,16,246.34,423.74,night,Pune,postpaid,combo
1047,6.3,214,9,463.02,135.11,afternoon,Chennai,prepaid,data
1048,10.45,166,22,74.34,392.53,morning,Mumbai,postpaid,data
1049,10.98,424,29,201.22,232.34,evening,Hyderabad,postpaid,combo
1050,3.78,308,36,304.1,422.27,morning,Delhi,prepaid,combo
1051,19.39,28,43,404.27,341.07,evening,Hyderabad,prepaid,data
1052,15.53,508,1,415.9,56.99,night,Pune,postpaid,combo
1053,18.8,147,40,69.87,206.24,evening,Hyderabad,prepaid,data
1054,17.91,577,5,456.73,478.51,night,Mumbai,postpaid,combo
1055,12.0,52,38,267.9,237.36,afternoon,Pune,prepaid,data
1056,18.45,313,12,59.78,251.47,evening,Bangalore,postpaid,combo
1057,1.86,305,40,275.63,325.1,evening,Mumbai,prepaid,combo
1058,4.0,299,23,441.93,283.43,morning,Pune,postpaid,combo
1059,1.0,375,2,140.18,223.99,morning,Pune,postpaid,combo
1060,6.57,378,28,444.54,212.87,evening,Hyderabad,prepaid,combo
1061,7.83,138,15,301.83,422.67,morning,Hyderabad,prepaid,combo
1062,5.5,284,23,129.76,83.33,evening,Delhi,prepaid,data
1063,16.59,266,3,274.91,131.09,afternoon,Chennai,prepaid,combo
1064,7.2,385,6,224.2,417.95,morning,Hyderabad,prepaid,combo
1065,5.69,97,48,370.11,420.56,morning,Bangalore,prepaid,combo
1066,10.9,225,19,312.89,127.7,afternoon,Delhi,postpaid,combo
1067,2.9,368,14,318.19,409.01,evening,Bangalore,postpaid,combo
1068,16.06,490,8,295.58,481.4,evening,Pune,postpaid,combo
1069,1.58,293,38,380.39,445.39,evening,Mumbai,postpaid,combo
1070,19.74,116,34,149.0,203.52,afternoon,Chennai,postpaid,data
1071,15.47,492,2,325.97,413.33,night,Mumbai,prepaid,combo
1072,4.05,33,24,160.51,56.6,morning,Bangalore,prepaid,data
1073,0.21,241,2,79.34,248.57,night,Bangalore,prepaid,data
1074,16.33,53,14,379.9,179.56,evening,Delhi,prepaid,data
1075,14.17,395,10,160.57,285.31,evening,Hyderabad,prepaid,combo
1076,14.61,490,23,81.22,214.89,morning,Bangalore,prepaid,combo
1077,15.45,87,5,137.5,128.44,morning,Hyderabad,prepaid,data
1078,1.57,327,20,495.8,66.2,evening,Pune,postpaid,combo
1079,7.23,152,13,425.36,241.04,morning,Bangalore,postpaid,data
1080,2.41,525,26,303.82,238.06,morning,Mumbai,prepaid,combo
1081,17.28,221,12,202.01,181.11,afternoon,Pune,postpaid,data
1082,12.5,522,22,202.63,229.58,morning,Bangalore,prepaid,combo
1083,6.68,334,1,209.8,108.6,evening,Hyderabad,prepaid,combo
1084,1.36,535,44,491.73,208.35,afternoon,Mumbai,postpaid,combo
1085,6.29,231,30,389.0,158.63,night,Hyderabad,prepaid,combo
1086,6.57,495,12,207.6,430.37,evening,Pune,prepaid,combo
1087,14.62,464,15,56.9,184.59,evening,Delhi,prepaid,combo
1088,12.79,117,0,167.77,59.33,evening,Chennai,postpaid,data
1089,17.76,496,1,142.49,481.89,afternoon,Bangalore,prepaid,combo
1090,9.5,379,31,143.47,169.08,afternoon,Bangalore,prepaid,combo
1091,2.48,402,1,476.31,402.87,evening,Mumbai,prepaid,combo
1092,14.29,128,3,158.24,486.45,night,Bangalore,prepaid,data
1093,15.24,518,1,122.01,268.23,night,Delhi,postpaid,combo
1094,11.27,363,3,423.24,220.39,morning,Bangalore,prepaid,combo
1095,15.44,566,12,417.96,127.61,afternoon,Delhi,prepaid,combo
1096,9.93,322,44,243.16,151.89,evening,Chennai,prepaid,combo
1097,10.5,73,0,331.97,436.17,night,Bangalore,prepaid,data
1098,8.61,267,2,490.52,76.2,night,Mumbai,prepaid,combo
1099,0.61,15,14,476.45,129.95,evening,Delhi,postpaid,topup
1100,2.25,326,2,171.06,134.42,morning,Pune,postpaid,combo
1101,0.73,427,32,229.17,87.74,night,Mumbai,postpaid,combo
1102,12.76,26,13,187.28,381.47,night,Pune,postpaid,data
1103,6.36,291,9,137.13,77.33,evening,Mumbai,postpaid,combo
1104,10.22,413,22,148.31,409.65,afternoon,Hyderabad,prepaid,combo
1105,18.16,562,42,327.55,444.4,night,Hyderabad,postpaid,combo
1106,5.06,451,7,293.69,191.37,evening,Pune,prepaid,combo
1107,8.27,375,0,417.89,151.77,evening,Pune,prepaid,combo
1108,15.14,364,44,220.07,203.71,afternoon,Hyderabad,postpaid,combo
1109,4.65,364,27,361.08,183.25,afternoon,Bangalore,prepaid,combo
1110,1.63,319,10,497.63,284.67,evening,Pune,prepaid,combo
1111,5.87,422,8,249.8,280.45,night,Delhi,prepaid,combo
1112,3.31,241,42,314.6,268.07,morning,Pune,prepaid,combo
1113,18.6,470,10,355.89,209.87,afternoon,Hyderabad,postpaid,combo
1114,16.18,99,40,330.55,298.57,night,Mumbai,postpaid,data
1115,12.7,159,0,146.5,115.19,evening,Delhi,postpaid,data
1116,17.44,593,39,310.99,333.43,night,Hyderabad,postpaid,combo
1117,16.09,464,2,62.67,384.62,afternoon,Pune,prepaid,combo
1118,3.81,398,22,427.7,93.81,morning,Bangalore,prepaid,combo
1119,17.86,317,49,248.35,123.24,night,Mumbai,prepaid,combo
1120,10.83,266,18,263.78,492.27,afternoon,Hyderabad,postpaid,data
1121,16.17,566,44,87.08,218.11,night,Hyderabad,postpaid,combo
1122,17.93,383,8,118.85,399.89,morning,Bangalore,postpaid,combo
1123,6.43,561,36,218.4,430.81,night,Mumbai,prepaid,combo
1124,2.29,201,5,443.57,293.35,evening,Pune,postpaid,data
1125,4.64,532,15,112.05,143.09,evening,Hyderabad,postpaid,combo
1126,8.6,391,44,207.84,64.19,night,Pune,prepaid,combo
1127,16.38,445,18,438.26,369.85,morning,Delhi,postpaid,combo
1128,17.23,144,18,391.42,296.71,morning,Bangalore,postpaid,data
1129,0.24,188,42,209.17,71.72,afternoon,Mumbai,prepaid,combo
1130,10.26,230,39,92.81,393.94,afternoon,Mumbai,prepaid,combo
1131,8.41,231,2,300.24,220.74,evening,Pune,prepaid,data
1132,4.52,560,43,160.79,477.01,afternoon,Mumbai,prepaid,combo
1133,2.49,565,12,316.0,138.79,evening,Chennai,prepaid,combo
1134,6.82,322,25,55.28,319.52,morning,Pune,postpaid,combo
1135,18.86,304,19,176.51,380.33,evening,Delhi,postpaid,combo
1136,6.53,543,22,137.53,108.46,morning,Bangalore,postpaid,combo
1137,10.42,166,40,375.23,169.12,night,Chennai,prepaid,data
1138,14.09,461,46,383.19,135.86,afternoon,Mumbai,postpaid,combo
1139,7.34,12,18,391.27,315.02,night,Pune,prepaid,data
1140,19.44,210,30,487.65,54.46,afternoon,Hyderabad,prepaid,combo
1141,19.25,398,5,323.98,232.7,night,Pune,postpaid,combo
1142,5.11,332,34,428.8,302.19,evening,Delhi,prepaid,combo
1143,10.0,354,5,317.98,388.83,evening,Chennai,postpaid,combo
1144,6.09,425,16,229.02,91.54,night,Mumbai,prepaid,combo
1145,5.77,106,0,404.25,254.43,evening,Chennai,postpaid,data
1146,0.83,550,27,246.14,368.51,evening,Bangalore,prepaid,combo
1147,12.23,368,43,475.89,241.85,night,Hyderabad,postpaid,combo
1148,10.1,118,30,57.89,131.92,afternoon,Delhi,prepaid,data
1149,1.12,459,43,333.63,140.16,afternoon,Chennai,postpaid,combo
1150,5.65,532,15,479.83,188.27,evening,Delhi,prepaid,combo
1151,18.17,104,3,199.49,185.75,morning,Mumbai,postpaid,data
1152,4.87,141,2,109.34,236.1,morning,Pune,prepaid,data
1153,2.98,575,6,177.69,443.76,night,Bangalore,postpaid,combo
1154,9.84,251,22,85.85,234.99,morning,Chennai,prepaid,combo
1155,19.71,386,3,202.24,399.9,afternoon,Bangalore,postpaid,combo
1156,4.92,204,19,362.25,137.1,night,Bangalore,postpaid,data
1157,13.48,267,12,410.12,446.48,evening,Pune,prepaid,combo
1158,15.26,313,7,311.24,361.19,morning,Chennai,prepaid,combo
1159,4.83,510,35,372.39,364.18,night,Hyderabad,postpaid,combo
1160,14.59,589,33,71.7,66.54,afternoon,Chennai,postpaid,combo
1161,7.42,199,3,136.87,348.39,night,Delhi,prepaid,combo
1162,12.68,348,25,222.34,59.86,evening,Pune,prepaid,combo
1163,12.71,28,34,438.3,276.63,evening,Bangalore,postpaid,data
1164,10.76,424,19,192.61,211.86,morning,Bangalore,prepaid,combo
1165,1.9,71,9,74.13,180.85,night,Delhi,prepaid,data
1166,16.72,76,5,145.22,304.2,night,Hyderabad,prepaid,data
1167,6.48,184,29,389.93,331.53,morning,Delhi,prepaid,combo
1168,3.81,390,2,399.69,498.48,afternoon,Delhi,postpaid,combo
1169,0.91,528,19,317.51,70.14,evening,Mumbai,postpaid,combo
1170,11.86,242,45,494.08,84.78,morning,Delhi,prepaid,combo
1171,13.58,543,2,338.73,61.04,morning,Bangalore,postpaid,combo
1172,0.43,359,15,156.54,275.19,afternoon,Pune,prepaid,combo
1173,10.29,134,3,318.92,58.93,night,Bangalore,postpaid,data
1174,4.61,594,41,69.75,244.1,evening,Hyderabad,prepaid,combo
1175,12.94,47,39,347.0,443.47,evening,Mumbai,prepaid,data
1176,3.57,257,38,471.49,494.63,morning,Bangalore,prepaid,combo
1177,13.85,597,16,343.85,430.15,night,Bangalore,postpaid,combo
1178,7.8,150,47,334.57,220.61,afternoon,Chennai,prepaid,combo
1179,18.74,106,28,309.31,256.62,afternoon,Chennai,prepaid,data
1180,2.84,265,3,344.77,117.4,afternoon,Pune,prepaid,data
1181,6.89,363,9,452.87,132.03,evening,Chennai,postpaid,combo
1182,2.36,484,42,68.62,435.07,morning,Pune,postpaid,combo
1183,18.5,536,8,70.04,57.04,morning,Chennai,postpaid,combo
1184,17.56,377,10,65.41,496.37,morning,Chennai,postpaid,combo
1185,5.23,544,0,487.55,192.17,evening,Hyderabad,prepaid,combo
1186,13.23,274,30,57.46,246.69,morning,Pune,prepaid,combo
1187,16.36,314,16,180.14,141.33,night,Delhi,prepaid,combo
1188,11.15,438,49,469.79,99.94,night,Pune,prepaid,combo
1189,10.64,297,35,454.71,315.28,morning,Bangalore,prepaid,combo
1190,4.91,302,46,99.96,398.25,morning,Chennai,postpaid,combo
1191,1.95,46,17,385.02,187.33,night,Bangalore,postpaid,combo
1192,17.95,310,6,377.83,445.1,afternoon,Chennai,prepaid,combo
1193,18.02,145,25,358.97,393.62,night,Bangalore,prepaid,data
1194,12.7,497,23,417.5,70.44,evening,Bangalore,prepaid,combo
1195,6.85,250,32,389.7,314.34,afternoon,Delhi,postpaid,combo
1196,7.05,184,25,473.38,215.5,evening,Mumbai,prepaid,data
1197,14.55,347,28,480.21,406.9,morning,Delhi,postpaid,combo
1198,17.95,368,23,211.68,125.6,evening,Mumbai,prepaid,combo
1199,17.75,266,45,109.28,280.3,night,Bangalore,postpaid,combo
1200,15.62,461,11,475.99,318.95,afternoon,Delhi,postpaid,combo
1201,12.88,227,27,178.05,482.85,afternoon,Mumbai,postpaid,combo
1202,1.77,212,25,50.24,416.68,afternoon,Mumbai,postpaid,combo
1203,3.32,264,40,100.83,224.34,night,Chennai,prepaid,combo
1204,17.98,105,24,308.77,74.96,evening,Mumbai,postpaid,data
1205,12.17,357,14,173.56,406.97,night,Mumbai,postpaid,combo
1206,0.28,140,42,279.0,235.94,afternoon,Delhi,prepaid,combo
1207,2.12,297,30,389.82,81.64,night,Chennai,prepaid,combo
1208,13.3,65,33,126.57,312.38,afternoon,Hyderabad,postpaid,data
1209,0.2,343,40,49.61,251.94,morning,Chennai,prepaid,combo
1210,3.3,581,7,390.47,216.08,morning,Delhi,postpaid,combo
1211,11.02,193,26,343.85,136.18,night,Chennai,prepaid,data
1212,13.87,13,3,202.54,246.76,afternoon,Delhi,prepaid,data
1213,13.07,597,11,125.92,484.01,afternoon,Bangalore,postpaid,combo
1214,4.56,444,30,62.85,469.43,night,Chennai,prepaid,combo
1215,14.27,522,20,168.23,277.96,night,Delhi,postpaid,combo
1216,4.82,403,19,493.55,485.3,night,Hyderabad,prepaid,combo
1217,6.58,173,47,200.88,391.48,afternoon,Pune,postpaid,combo
1218,14.96,387,16,408.55,418.79,afternoon,Chennai,prepaid,combo
1219,13.03,57,44,387.72,181.68,night,Pune,prepaid,data
1220,17.0,539,30,92.75,338.83,night,Pune,postpaid,combo
1221,13.19,341,14,161.24,111.06,morning,Mumbai,postpaid,combo
1222,11.41,165,31,435.46,242.45,night,Bangalore,prepaid,data
1223,1.96,508,47,217.41,403.5,morning,Delhi,postpaid,combo
1224,7.42,18,49,373.82,424.11,morning,Bangalore,prepaid,combo
1225,5.38,161,1,198.75,179.98,afternoon,Hyderabad,postpaid,data
1226,4.96,483,27,214.87,242.83,evening,Pune,postpaid,combo
1227,19.46,36,20,320.25,393.91,morning,Mumbai,prepaid,data
1228,7.92,208,49,154.93,263.3,night,Bangalore,prepaid,combo
1229,17.85,92,12,261.57,450.9,afternoon,Chennai,postpaid,data
1230,12.66,63,32,374.9,340.28,afternoon,Bangalore,prepaid,data
1231,15.92,152,26,55.31,236.83,evening,Chennai,postpaid,data
1232,10.1,262,25,450.79,172.78,night,Bangalore,prepaid,combo
1233,11.58,106,33,267.87,378.88,afternoon,Bangalore,postpaid,data
1234,9.9,444,17,323.94,315.26,afternoon,Bangalore,prepaid,combo
1235,3.99,462,48,382.03,195.0,morning,Pune,prepaid,combo
1236,14.48,561,9,110.69,288.45,night,Bangalore,postpaid,combo
1237,5.69,238,18,434.48,356.72,afternoon,Hyderabad,prepaid,data
1238,0.58,206,49,212.02,50.58,night,Chennai,prepaid,combo
1239,12.94,494,11,71.89,86.08,night,Chennai,postpaid,combo
1240,3.62,180,23,458.01,393.41,evening,Chennai,prepaid,data
1241,18.82,523,0,407.04,253.97,evening,Pune,prepaid,combo
1242,19.08,295,8,209.77,108.42,evening,Mumbai,postpaid,data
1243,18.31,506,28,431.01,165.38,afternoon,Bangalore,postpaid,combo
1244,7.47,468,44,338.66,425.62,afternoon,Bangalore,prepaid,combo
1245,0.41,573,27,405.86,154.82,evening,Mumbai,prepaid,combo
1246,18.57,42,34,483.88,439.9,night,Bangalore,prepaid,data
1247,8.62,532,17,77.51,266.13,evening,Pune,prepaid,combo
1248,19.34,389,40,400.12,374.91,evening,Pune,postpaid,combo
1249,19.28,597,43,78.62,494.94,morning,Pune,postpaid,combo
1250,17.07,63,47,353.26,470.68,evening,Bangalore,prepaid,data
1251,5.96,340,47,412.88,213.06,evening,Hyderabad,postpaid,combo
1252,7.76,106,18,226.19,173.48,evening,Hyderabad,postpaid,data
1253,17.04,514,21,153.16,300.36,evening,Hyderabad,prepaid,combo
1254,6.41,157,17,149.92,395.68,morning,Pune,prepaid,data
1255,3.47,526,36,191.36,339.66,afternoon,Bangalore,prepaid,combo
1256,11.18,504,11,380.87,495.88,evening,Hyderabad,postpaid,combo
1257,18.73,289,8,494.37,119.78,afternoon,Bangalore,prepaid,combo
1258,13.95,425,35,491.41,90.06,evening,Pune,prepaid,combo
1259,11.44,296,14,146.28,168.05,night,Delhi,prepaid,combo
1260,2.03,115,8,112.18,190.05,afternoon,Chennai,prepaid,combo
1261,12.34,565,8,121.05,239.55,evening,Pune,postpaid,combo
1262,19.8,215,45,309.25,335.23,night,Mumbai,postpaid,combo
1263,2.89,127,47,315.39,471.2,morning,Pune,prepaid,combo
1264,10.41,489,40,454.06,466.42,night,Pune,prepaid,combo
1265,17.56,380,30,226.9,140.01,evening,Bangalore,postpaid,combo
1266,14.84,237,5,438.57,393.35,evening,Pune,prepaid,combo
1267,13.97,290,45,120.59,269.65,afternoon,Mumbai,prepaid,combo
1268,14.08,444,49,423.18,476.09,evening,Pune,postpaid,combo
1269,7.25,126,38,210.44,276.96,afternoon,Chennai,postpaid,combo
1270,5.94,593,14,429.35,248.31,morning,Mumbai,postpaid,combo
1271,16.21,550,39,190.69,410.53,night,Hyderabad,prepaid,combo
1272,16.22,34,9,381.6,206.66,evening,Hyderabad,prepaid,data
1273,17.35,96,0,433.71,473.21,night,Delhi,prepaid,data
1274,18.27,196,7,103.53,73.52,night,Hyderabad,prepaid,data
1275,10.28,264,23,99.61,316.89,evening,Chennai,postpaid,combo
1276,10.08,405,20,376.97,273.11,evening,Mumbai,postpaid,combo
1277,15.99,187,47,358.86,168.12,night,Bangalore,prepaid,data
1278,13.03,149,35,127.95,62.07,evening,Delhi,postpaid,data
1279,14.07,91,29,498.61,281.66,morning,Pune,postpaid,data
1280,15.94,441,49,112.26,454.47,afternoon,Mumbai,prepaid,combo
1281,17.81,540,2,272.05,285.89,morning,Chennai,postpaid,combo
1282,6.83,377,5,152.72,317.69,evening,Chennai,postpaid,combo
1283,7.57,62,37,86.58,81.86,morning,Chennai,postpaid,combo
1284,1.97,556,24,251.59,377.53,evening,Mumbai,prepaid,combo
1285,11.61,378,40,498.14,410.09,morning,Delhi,postpaid,combo
1286,0.82,588,32,480.34,148.65,night,Delhi,prepaid,combo
1287,9.37,60,10,217.62,284.36,morning,Delhi,postpaid,data
1288,10.9,370,11,274.42,246.22,morning,Bangalore,postpaid,combo
1289,5.8,52,41,455.53,359.02,night,Pune,postpaid,combo
1290,11.86,556,43,459.65,424.96,evening,Hyderabad,prepaid,combo
1291,0.71,536,0,399.4,103.36,afternoon,Chennai,postpaid,combo
1292,0.84,78,3,165.21,282.64,morning,Pune,postpaid,topup
1293,16.47,94,4,216.34,326.9,evening,Chennai,prepaid,data
1294,7.27,178,34,306.84,51.78,night,Bangalore,postpaid,combo
1295,2.63,39,10,433.81,412.42,afternoon,Pune,prepaid,combo
1296,10.49,156,29,247.5,244.94,morning,Chennai,postpaid,data
1297,15.42,97,32,329.83,288.12,morning,Pune,postpaid,data
1298,4.39,311,39,233.71,72.72,evening,Pune,postpaid,combo
1299,12.5,33,20,314.05,145.29,afternoon,Bangalore,postpaid,data
1300,1.8,429,21,55.46,181.61,afternoon,Bangalore,postpaid,combo
1301,1.13,186,24,216.1,290.07,morning,Chennai,prepaid,combo
1302,10.67,196,33,393.93,186.89,morning,Delhi,prepaid,data
1303,10.86,223,42,60.11,288.13,evening,Hyderabad,postpaid,combo
1304,12.78,304,3,416.95,210.0,evening,Hyderabad,prepaid,combo
1305,14.55,206,11,492.41,102.79,morning,Chennai,postpaid,combo
1306,19.52,457,3,268.93,447.25,morning,Bangalore,postpaid,combo
1307,10.37,190,22,126.28,395.79,morning,Pune,postpaid,data
1308,6.53,63,37,432.1,331.17,afternoon,Delhi,prepaid,combo
1309,15.92,174,5,405.98,291.3,afternoon,Mumbai,postpaid,data
1310,5.49,445,45,489.63,140.79,evening,Pune,prepaid,combo
1311,8.84,539,32,159.63,398.67,evening,Chennai,prepaid,combo
1312,1.66,265,40,133.14,386.36,evening,Delhi,postpaid,combo
1313,0.6,307,34,109.31,131.46,morning,Chennai,postpaid,combo
1314,19.26,145,32,248.84,311.63,morning,Hyderabad,postpaid,data
1315,16.74,486,49,376.22,67.31,morning,Delhi,prepaid,combo
1316,13.95,123,5,113.49,192.06,morning,Chennai,prepaid,data
1317,8.24,366,6,240.85,414.37,evening,Pune,postpaid,combo
1318,3.55,432,20,160.97,195.72,night,Mumbai,prepaid,combo
1319,3.21,326,14,227.19,201.52,morning,Hyderabad,prepaid,combo
1320,5.08,196,1,72.13,449.53,morning,Chennai,postpaid,combo
1321,11.03,275,22,223.35,185.09,night,Delhi,postpaid,data
1322,14.32,556,2,81.75,113.92,evening,Bangalore,postpaid,combo
1323,13.24,51,11,395.75,468.36,morning,Delhi,prepaid,data
1324,5.67,97,48,68.79,280.69,night,Hyderabad,prepaid,combo
1325,19.1,294,14,201.46,326.68,morning,Pune,postpaid,data
1326,14.78,164,32,107.01,140.91,evening,Delhi,prepaid,data
1327,11.13,303,45,370.16,314.63,evening,Hyderabad,postpaid,combo
1328,12.27,546,12,113.01,163.31,evening,Bangalore,prepaid,combo
1329,8.45,303,12,342.45,132.8,afternoon,Mumbai,postpaid,combo
1330,5.03,68,27,326.16,67.46,morning,Hyderabad,postpaid,combo
1331,7.18,475,12,312.13,212.51,afternoon,Pune,prepaid,combo
1332,15.18,528,23,168.68,385.95,morning,Hyderabad,postpaid,combo
1333,0.39,205,38,448.52,450.01,morning,Hyderabad,postpaid,combo
1334,2.41,306,29,134.21,389.66,morning,Chennai,postpaid,combo
1335,1.02,211,35,214.02,310.72,morning,Chennai,postpaid,combo
1336,0.91,444,3,376.49,420.63,evening,Delhi,prepaid,combo
1337,17.12,301,12,150.54,297.16,night,Pune,prepaid,combo
1338,14.1,490,11,322.15,380.98,evening,Mumbai,prepaid,combo
1339,9.54,292,0,370.78,125.08,evening,Bangalore,prepaid,data
1340,2.05,228,43,296.87,408.52,afternoon,Bangalore,postpaid,combo
1341,9.88,299,48,194.49,287.51,afternoon,Mumbai,postpaid,combo
1342,9.52,573,16,403.14,284.23,morning,Chennai,prepaid,combo
1343,3.55,511,23,97.45,413.8,afternoon,Bangalore,prepaid,combo
1344,8.73,518,33,151.9,351.25,evening,Bangalore,prepaid,combo
1345,8.03,399,38,216.03,81.72,evening,Delhi,prepaid,combo
1346,12.36,68,41,257.73,127.28,night,Hyderabad,postpaid,data
1347,12.74,66,6,59.5,296.74,afternoon,Chennai,postpaid,data
1348,1.0,46,22,360.94,247.21,morning,Delhi,prepaid,combo
1349,7.55,476,20,129.37,134.11,night,Pune,postpaid,combo
1350,12.55,135,42,450.24,318.35,morning,Chennai,prepaid,data
1351,10.11,472,23,186.37,318.83,afternoon,Bangalore,postpaid,combo
1352,17.14,346,35,171.57,254.35,afternoon,Delhi,postpaid,combo
1353,13.21,194,2,104.03,321.56,night,Chennai,prepaid,data
1354,3.34,61,28,387.7,459.8,night,Bangalore,postpaid,combo
1355,1.5,353,27,467.87,119.09,morning,Bangalore,postpaid,combo
1356,12.88,423,1,403.24,262.52,night,Bangalore,prepaid,combo
1357,0.63,325,3,437.08,373.78,night,Pune,prepaid,combo
1358,11.76,155,16,336.36,365.79,evening,Delhi,postpaid,data
1359,18.81,385,19,204.41,287.96,morning,Chennai,postpaid,combo
1360,11.55,214,35,386.04,398.99,morning,Bangalore,postpaid,combo
1361,7.82,467,25,137.5,461.01,morning,Hyderabad,prepaid,combo
1362,12.9,240,21,52.27,497.14,night,Bangalore,prepaid,data
1363,9.22,277,18,211.52,52.94,afternoon,Bangalore,prepaid,combo
1364,10.96,367,30,313.45,196.18,morning,Chennai,postpaid,combo
1365,18.84,498,41,346.11,129.16,afternoon,Pune,prepaid,combo
1366,7.78,49,24,244.22,156.69,night,Hyderabad,prepaid,combo
1367,19.23,201,29,432.94,256.14,night,Delhi,postpaid,combo
1368,18.12,284,47,416.41,427.64,evening,Hyderabad,prepaid,combo
1369,4.0,365,8,52.16,131.55,evening,Chennai,postpaid,combo
1370,1.48,164,41,363.54,271.47,night,Hyderabad,postpaid,combo
1371,2.11,528,29,373.25,416.06,morning,Mumbai,postpaid,combo
1372,0.46,200,40,395.89,295.02,morning,Bangalore,prepaid,combo
1373,1.98,86,31,400.55,124.09,evening,Delhi,prepaid,combo
1374,13.69,64,46,130.0,95.64,evening,Chennai,postpaid,data
1375,1.52,490,44,143.38,495.71,morning,Chennai,prepaid,combo
1376,6.45,148,47,294.02,399.5,evening,Pune,postpaid,combo
1377,16.91,410,14,192.45,415.28,night,Chennai,postpaid,combo
1378,0.56,239,35,316.73,353.57,night,Chennai,prepaid,combo
1379,16.31,331,34,258.25,396.22,morning,Mumbai,prepaid,combo
1380,5.71,76,0,172.84,317.43,morning,Delhi,postpaid,combo
1381,2.45,107,20,356.49,408.19,evening,Chennai,postpaid,combo
1382,13.97,123,35,255.09,482.72,morning,Pune,prepaid,data
1383,12.62,425,2,420.59,290.16,afternoon,Bangalore,postpaid,combo
1384,17.56,22,14,68.73,280.04,morning,Mumbai,postpaid,data
1385,14.73,231,23,153.34,347.65,evening,Chennai,postpaid,data
1386,16.09,432,15,49.19,477.83,evening,Mumbai,postpaid,combo
1387,5.71,30,6,237.41,209.39,morning,Mumbai,prepaid,combo
1388,3.63,505,15,142.01,224.87,evening,Mumbai,postpaid,combo
1389,15.04,224,27,148.33,363.64,evening,Delhi,postpaid,combo
1390,16.16,153,49,360.71,243.31,morning,Pune,prepaid,data
1391,19.81,499,11,404.09,286.53,morning,Mumbai,postpaid,combo
